config,task,rep_a,rep_b,obs_a,obs_b,semantic_precision_a_to_b,semantic_recall_b_to_a,semantic_f1,centroid_distance,close_counterpart_rate_a_to_b_085,close_counterpart_rate_b_to_a_085,close_counterpart_f1_085
observational-memory-glm52-off,httpx-streaming-json-iteration,0,2,7,12,0.8588594794273376,0.7749569416046143,0.8147538571374467,0.059852421283721924,0.5714285714285714,0.3333333333333333,0.4210526315789474
observational-memory-glm52-off,kgateway-consistent-hash-policy,0,1,18,18,0.839192807674408,0.8339932560920715,0.8365849528843636,0.026717305183410645,0.5,0.5,0.5
observational-memory-glm52-off,kgateway-consistent-hash-policy,0,2,18,18,0.813340425491333,0.8424015641212463,0.8276159581569308,0.021953940391540527,0.5,0.5555555555555556,0.5263157894736842
observational-memory-glm52-off,kgateway-consistent-hash-policy,1,2,18,18,0.8430072069168091,0.8661414980888367,0.8544177846668982,0.01612454652786255,0.4444444444444444,0.6666666666666666,0.5333333333333333
observational-memory-glm52-off,mashumaro-flattened-dataclass-fields,0,1,22,22,0.8516138195991516,0.8516741394996643,0.8516439784813294,0.015639662742614746,0.5,0.5,0.5
observational-memory-glm52-off,mashumaro-flattened-dataclass-fields,0,2,22,6,0.7410802245140076,0.8334841728210449,0.7845708171333124,0.07393002510070801,0.18181818181818182,0.6666666666666666,0.28571428571428575
observational-memory-glm52-off,mashumaro-flattened-dataclass-fields,1,2,22,6,0.7352532744407654,0.8358748555183411,0.7823419526688231,0.07715976238250732,0.18181818181818182,0.5,0.26666666666666666
observational-memory-glm52-off,ts-pattern-match-each,0,1,15,14,0.8721663355827332,0.8901275992393494,0.8810554369955504,0.01950550079345703,0.6,0.7142857142857143,0.6521739130434783
observational-memory-glm52-off,ts-pattern-match-each,0,2,15,16,0.8463842868804932,0.8279428482055664,0.837062008339552,0.019034504890441895,0.5333333333333333,0.5,0.5161290322580646
observational-memory-glm52-off,ts-pattern-match-each,1,2,14,16,0.8839888572692871,0.8566126823425293,0.8700854836141623,0.017855703830718994,0.7142857142857143,0.625,0.6666666666666666
observational-memory-glm52-off,yjs-map-conflict-detection,0,1,22,21,0.8546306490898132,0.8316439390182495,0.8429806206262158,0.023321986198425293,0.5454545454545454,0.5714285714285714,0.5581395348837208
observational-memory-glm52-off,yjs-map-conflict-detection,0,2,22,24,0.8390003442764282,0.8425132632255554,0.8407531342595622,0.019960403442382812,0.6363636363636364,0.5833333333333334,0.6086956521739131
observational-memory-glm52-off,yjs-map-conflict-detection,1,2,21,24,0.8095752000808716,0.838435173034668,0.8237524885006212,0.023740410804748535,0.5238095238095238,0.5416666666666666,0.5325884543761639
observational-memory-gpt54-low,actionlint-action-pinning-lint,0,1,15,12,0.8068685531616211,0.8116502165794373,0.8092523215279629,0.0520092248916626,0.4,0.4166666666666667,0.4081632653061225
observational-memory-gpt54-low,actionlint-action-pinning-lint,0,2,15,8,0.7630215287208557,0.8228058218955994,0.7917867677325023,0.05059468746185303,0.26666666666666666,0.375,0.31168831168831174
observational-memory-gpt54-low,actionlint-action-pinning-lint,1,2,12,8,0.7859217524528503,0.8667268753051758,0.8243488583074203,0.028702080249786377,0.4166666666666667,0.75,0.5357142857142857
observational-memory-gpt54-low,anko-default-function-arguments,0,1,10,14,0.8048818707466125,0.7608522772789001,0.7822480017700717,0.051090896129608154,0.4,0.2857142857142857,0.3333333333333333
observational-memory-gpt54-low,anko-default-function-arguments,0,2,10,8,0.8028560876846313,0.7844454050064087,0.7935439760696024,0.07002925872802734,0.4,0.5,0.4444444444444445
observational-memory-gpt54-low,anko-default-function-arguments,1,2,14,8,0.7667719125747681,0.7666338682174683,0.7667028841824189,0.08857041597366333,0.2857142857142857,0.5,0.36363636363636365
observational-memory-gpt54-low,awilix-async-container-initialization,0,1,3,12,0.895666778087616,0.7396566867828369,0.8102200399775041,0.08678805828094482,0.6666666666666666,0.3333333333333333,0.4444444444444444
observational-memory-gpt54-low,awilix-async-container-initialization,0,2,3,13,0.9042365550994873,0.7287390232086182,0.8070573408029215,0.10088026523590088,0.6666666666666666,0.15384615384615385,0.25
observational-memory-gpt54-low,awilix-async-container-initialization,1,2,12,13,0.8355774283409119,0.8483089208602905,0.8418950446000676,0.03193843364715576,0.5833333333333334,0.5384615384615384,0.5599999999999999
observational-memory-gpt54-low,boa-hierarchical-evaluation-cancellation,0,1,11,14,0.8965350985527039,0.8702698349952698,0.8832072375054234,0.02260005474090576,0.8181818181818182,0.7142857142857143,0.7627118644067797
observational-memory-gpt54-low,boa-hierarchical-evaluation-cancellation,0,2,11,31,0.9132850170135498,0.7672885060310364,0.8339451820177999,0.04946941137313843,1.0,0.45161290322580644,0.6222222222222222
observational-memory-gpt54-low,boa-hierarchical-evaluation-cancellation,1,2,14,31,0.8916677236557007,0.7699776887893677,0.8263667421296959,0.06285393238067627,0.8571428571428571,0.3870967741935484,0.5333333333333333
observational-memory-gpt54-low,cattrs-partial-structuring-recovery,0,1,16,12,0.8512403964996338,0.9195957779884338,0.8840988070514914,0.020275115966796875,0.6875,0.8333333333333334,0.7534246575342466
observational-memory-gpt54-low,cattrs-partial-structuring-recovery,0,2,16,15,0.8483275771141052,0.8670350909233093,0.8575793232079783,0.02259206771850586,0.5625,0.5333333333333333,0.5475285171102662
observational-memory-gpt54-low,cattrs-partial-structuring-recovery,1,2,12,15,0.8686646819114685,0.8237831592559814,0.8456288206855546,0.02633535861968994,0.6666666666666666,0.6,0.631578947368421
observational-memory-gpt54-low,dynamodb-toolbox-lazy-recursive-schemas,0,1,27,13,0.771435558795929,0.8691675662994385,0.817390576598504,0.03210264444351196,0.25925925925925924,0.6153846153846154,0.3648208469055374
observational-memory-gpt54-low,dynamodb-toolbox-lazy-recursive-schemas,0,2,27,19,0.7905793786048889,0.8397323489189148,0.8144148967278362,0.04462313652038574,0.2962962962962963,0.47368421052631576,0.36455696202531646
observational-memory-gpt54-low,dynamodb-toolbox-lazy-recursive-schemas,1,2,13,19,0.8561696410179138,0.7806801795959473,0.8166841706514008,0.05784952640533447,0.46153846153846156,0.3157894736842105,0.37499999999999994
observational-memory-gpt54-low,fastapi-implicit-head-options,0,1,13,18,0.8708890676498413,0.8172237277030945,0.8432033833756677,0.025413691997528076,0.6153846153846154,0.4444444444444444,0.5161290322580646
observational-memory-gpt54-low,fastapi-implicit-head-options,0,2,13,20,0.8486288785934448,0.7543670535087585,0.7987265018538583,0.06947875022888184,0.5384615384615384,0.3,0.3853211009174312
observational-memory-gpt54-low,fastapi-implicit-head-options,1,2,18,20,0.8376641273498535,0.8285999298095703,0.8331073747210704,0.039964258670806885,0.4444444444444444,0.4,0.4210526315789474
observational-memory-gpt54-low,httpx-streaming-json-iteration,0,1,7,7,0.7328137159347534,0.7075437903404236,0.719957082775626,0.1006653904914856,0.2857142857142857,0.2857142857142857,0.2857142857142857
observational-memory-gpt54-low,httpx-streaming-json-iteration,0,2,7,10,0.7486764192581177,0.7115141153335571,0.7296223711907522,0.08383917808532715,0.14285714285714285,0.1,0.11764705882352941
observational-memory-gpt54-low,httpx-streaming-json-iteration,1,2,7,10,0.6721526384353638,0.7570444345474243,0.7120773246923483,0.11861217021942139,0.2857142857142857,0.2,0.23529411764705882
observational-memory-gpt54-low,kgateway-consistent-hash-policy,0,1,10,12,0.8614915013313293,0.845736563205719,0.853541336042256,0.03183877468109131,0.7,0.5833333333333334,0.6363636363636365
observational-memory-gpt54-low,kgateway-consistent-hash-policy,0,2,10,12,0.8544412851333618,0.8492383360862732,0.8518318658417844,0.0304563045501709,0.5,0.4166666666666667,0.45454545454545453
observational-memory-gpt54-low,kgateway-consistent-hash-policy,1,2,12,12,0.8598241209983826,0.8731605410575867,0.8664410149073375,0.031217515468597412,0.5833333333333334,0.75,0.6562499999999999
observational-memory-gpt54-low,mashumaro-flattened-dataclass-fields,0,1,11,11,0.8638249039649963,0.9005270600318909,0.881794241765359,0.024867892265319824,0.7272727272727273,0.7272727272727273,0.7272727272727273
observational-memory-gpt54-low,mashumaro-flattened-dataclass-fields,0,2,11,6,0.8322867751121521,0.8917765021324158,0.8610052761715387,0.07192504405975342,0.5454545454545454,0.6666666666666666,0.6
observational-memory-gpt54-low,mashumaro-flattened-dataclass-fields,1,2,11,6,0.8607132434844971,0.9113402366638184,0.8853035416867805,0.07276970148086548,0.5454545454545454,0.8333333333333334,0.6593406593406592
observational-memory-gpt54-low,ts-pattern-match-each,0,1,9,8,0.7914479374885559,0.8478137254714966,0.8186617665263566,0.052710890769958496,0.5555555555555556,0.625,0.5882352941176471
observational-memory-gpt54-low,ts-pattern-match-each,0,2,9,7,0.7735471725463867,0.7946323156356812,0.7839479926963605,0.04027467966079712,0.3333333333333333,0.42857142857142855,0.375
observational-memory-gpt54-low,ts-pattern-match-each,1,2,8,7,0.8599065542221069,0.8145323991775513,0.8366046994510595,0.05300402641296387,0.625,0.7142857142857143,0.6666666666666666
observational-memory-gpt54-low,yjs-map-conflict-detection,0,1,10,11,0.8540438413619995,0.8431742191314697,0.8485742236740895,0.026417016983032227,0.6,0.5454545454545454,0.5714285714285713
observational-memory-gpt54-low,yjs-map-conflict-detection,0,2,10,11,0.8299607038497925,0.8775227069854736,0.8530792848846066,0.03496277332305908,0.5,0.7272727272727273,0.5925925925925926
observational-memory-gpt54-low,yjs-map-conflict-detection,1,2,11,11,0.8189277052879333,0.8536463379859924,0.8359266837908538,0.034986257553100586,0.45454545454545453,0.45454545454545453,0.45454545454545453
observational-memory-gpt54-off,actionlint-action-pinning-lint,0,1,6,10,0.7880460619926453,0.7561782598495483,0.7717833366696369,0.06603538990020752,0.3333333333333333,0.2,0.25
observational-memory-gpt54-off,actionlint-action-pinning-lint,0,2,6,13,0.8774378895759583,0.8047714233398438,0.8395351682632091,0.07235676050186157,0.8333333333333334,0.38461538461538464,0.5263157894736842
observational-memory-gpt54-off,actionlint-action-pinning-lint,1,2,10,13,0.8144521713256836,0.7922322154045105,0.8031885457522813,0.05645608901977539,0.5,0.3076923076923077,0.380952380952381
observational-memory-gpt54-off,anko-default-function-arguments,0,1,8,11,0.8551254272460938,0.8492187857627869,0.8521618713614023,0.0492478609085083,0.75,0.6363636363636364,0.6885245901639345
observational-memory-gpt54-off,anko-default-function-arguments,0,2,8,11,0.872288703918457,0.8100576400756836,0.8400221886336182,0.05484306812286377,0.625,0.45454545454545453,0.5263157894736842
observational-memory-gpt54-off,anko-default-function-arguments,1,2,11,11,0.8352207541465759,0.8028557300567627,0.818718508928513,0.05312299728393555,0.5454545454545454,0.5454545454545454,0.5454545454545454
observational-memory-gpt54-off,awilix-async-container-initialization,0,1,12,14,0.8307969570159912,0.8192344903945923,0.824975212163957,0.03669768571853638,0.4166666666666667,0.35714285714285715,0.3846153846153846
observational-memory-gpt54-off,awilix-async-container-initialization,0,2,12,5,0.7696077227592468,0.8244795799255371,0.7960992486412957,0.08644223213195801,0.4166666666666667,0.8,0.547945205479452
observational-memory-gpt54-off,awilix-async-container-initialization,1,2,14,5,0.7546783089637756,0.8723354339599609,0.8092526974812934,0.09080898761749268,0.14285714285714285,0.4,0.21052631578947364
observational-memory-gpt54-off,boa-hierarchical-evaluation-cancellation,0,1,22,8,0.7434108257293701,0.8416991829872131,0.7895077076030754,0.05616837739944458,0.3181818181818182,0.75,0.4468085106382979
observational-memory-gpt54-off,boa-hierarchical-evaluation-cancellation,0,2,22,13,0.7961618900299072,0.8631778359413147,0.8283165725966365,0.03672051429748535,0.5,0.7692307692307693,0.6060606060606061
observational-memory-gpt54-off,boa-hierarchical-evaluation-cancellation,1,2,8,13,0.892471194267273,0.8280948996543884,0.859078702843297,0.02319180965423584,0.875,0.6153846153846154,0.7225806451612904
observational-memory-gpt54-off,cattrs-partial-structuring-recovery,0,1,14,16,0.8988723754882812,0.8879393935203552,0.893372436634547,0.016499996185302734,0.7857142857142857,0.6875,0.7333333333333334
observational-memory-gpt54-off,cattrs-partial-structuring-recovery,0,2,14,6,0.7858691215515137,0.9233177304267883,0.849066786213084,0.04910486936569214,0.5,1.0,0.6666666666666666
observational-memory-gpt54-off,cattrs-partial-structuring-recovery,1,2,16,6,0.7415783405303955,0.8607074618339539,0.7967143068822014,0.07656711339950562,0.375,0.6666666666666666,0.4800000000000001
observational-memory-gpt54-off,dynamodb-toolbox-lazy-recursive-schemas,0,1,41,24,0.7874631285667419,0.8343413472175598,0.8102247310111778,0.025070905685424805,0.34146341463414637,0.5416666666666666,0.41887226697353286
observational-memory-gpt54-off,dynamodb-toolbox-lazy-recursive-schemas,0,2,41,23,0.778103768825531,0.8116092085838318,0.7945034015407247,0.019234299659729004,0.2682926829268293,0.43478260869565216,0.3318250377073907
observational-memory-gpt54-off,dynamodb-toolbox-lazy-recursive-schemas,1,2,24,23,0.8415141105651855,0.8562185168266296,0.8488026347749712,0.015685319900512695,0.5833333333333334,0.6086956521739131,0.5957446808510638
observational-memory-gpt54-off,fastapi-implicit-head-options,0,1,20,18,0.884907066822052,0.8949064612388611,0.8898786746022309,0.010474741458892822,0.7,0.7777777777777778,0.7368421052631577
observational-memory-gpt54-off,fastapi-implicit-head-options,0,2,20,27,0.884620189666748,0.8390939235687256,0.8612558429684103,0.016086220741271973,0.7,0.5555555555555556,0.6194690265486726
observational-memory-gpt54-off,fastapi-implicit-head-options,1,2,18,27,0.8763383030891418,0.8262555003166199,0.8505602940843949,0.017289280891418457,0.6666666666666666,0.4444444444444444,0.5333333333333333
observational-memory-gpt54-off,httpx-streaming-json-iteration,0,1,7,9,0.8726713061332703,0.8423076272010803,0.8572206724037658,0.04594135284423828,0.7142857142857143,0.5555555555555556,0.6250000000000001
observational-memory-gpt54-off,httpx-streaming-json-iteration,0,2,7,4,0.773647665977478,0.8360536098480225,0.8036409408438403,0.07802093029022217,0.42857142857142855,0.75,0.5454545454545454
observational-memory-gpt54-off,httpx-streaming-json-iteration,1,2,9,4,0.7841514348983765,0.8944196701049805,0.8356636970856832,0.06397831439971924,0.3333333333333333,0.75,0.46153846153846156
observational-memory-gpt54-off,kgateway-consistent-hash-policy,0,1,15,25,0.8661054968833923,0.8004229664802551,0.831969865910401,0.02147519588470459,0.6666666666666666,0.4,0.5
observational-memory-gpt54-off,kgateway-consistent-hash-policy,0,2,15,17,0.8826102614402771,0.8574923276901245,0.8698700091054187,0.01730400323867798,0.7333333333333333,0.5882352941176471,0.6528189910979229
observational-memory-gpt54-off,kgateway-consistent-hash-policy,1,2,25,17,0.8006030321121216,0.8730776309967041,0.8352711649866028,0.02733546495437622,0.44,0.6470588235294118,0.5238095238095238
observational-memory-gpt54-off,mashumaro-flattened-dataclass-fields,0,1,12,9,0.8130530714988708,0.866348147392273,0.838854961281651,0.04524397850036621,0.5,0.4444444444444444,0.47058823529411764
observational-memory-gpt54-off,mashumaro-flattened-dataclass-fields,0,2,12,13,0.8406516909599304,0.7824090123176575,0.8104853477123921,0.044944941997528076,0.5,0.46153846153846156,0.48000000000000004
observational-memory-gpt54-off,mashumaro-flattened-dataclass-fields,1,2,9,13,0.8466799259185791,0.7636488676071167,0.8030237914802375,0.04214102029800415,0.4444444444444444,0.38461538461538464,0.4123711340206186
observational-memory-gpt54-off,ts-pattern-match-each,0,1,7,7,0.87440425157547,0.7813849449157715,0.8252817682338697,0.06191706657409668,0.7142857142857143,0.5714285714285714,0.634920634920635
observational-memory-gpt54-off,ts-pattern-match-each,0,2,7,8,0.9060438275337219,0.768241822719574,0.8314719312358935,0.06971895694732666,1.0,0.625,0.7692307692307693
observational-memory-gpt54-off,ts-pattern-match-each,1,2,7,8,0.7940130233764648,0.7587395906448364,0.7759756588180675,0.06190645694732666,0.5714285714285714,0.5,0.5333333333333333
observational-memory-gpt54-off,yjs-map-conflict-detection,0,1,19,13,0.7446670532226562,0.8368415832519531,0.7880682298435477,0.04029625654220581,0.3684210526315789,0.5384615384615384,0.4375
observational-memory-gpt54-off,yjs-map-conflict-detection,0,2,19,16,0.7655516266822815,0.8175550103187561,0.790699190343124,0.04230904579162598,0.3684210526315789,0.4375,0.39999999999999997
observational-memory-gpt54-off,yjs-map-conflict-detection,1,2,13,16,0.8387972116470337,0.8074437379837036,0.8228219036034882,0.0287935733795166,0.46153846153846156,0.375,0.41379310344827586
observational-memory-gpt54-xhigh,actionlint-action-pinning-lint,0,1,10,10,0.7760009765625,0.8287011384963989,0.8014856922252611,0.052054643630981445,0.5,0.5,0.5
observational-memory-gpt54-xhigh,actionlint-action-pinning-lint,0,2,10,7,0.7955247759819031,0.89067143201828,0.8404136933389974,0.03780132532119751,0.6,0.7142857142857143,0.6521739130434783
observational-memory-gpt54-xhigh,actionlint-action-pinning-lint,1,2,10,7,0.8088734745979309,0.8752602338790894,0.8407584065227287,0.034636855125427246,0.5,0.7142857142857143,0.588235294117647
observational-memory-gpt54-xhigh,anko-default-function-arguments,1,2,8,6,0.7634388208389282,0.7986056208610535,0.7806263602103121,0.08127939701080322,0.25,0.3333333333333333,0.28571428571428575
observational-memory-gpt54-xhigh,awilix-async-container-initialization,0,1,13,13,0.9098532795906067,0.9098532795906067,0.9098532795906067,0.022458195686340332,0.8461538461538461,0.8461538461538461,0.8461538461538461
observational-memory-gpt54-xhigh,awilix-async-container-initialization,0,2,13,20,0.8980446457862854,0.845602810382843,0.8710351093500971,0.03242015838623047,0.9230769230769231,0.6,0.7272727272727274
observational-memory-gpt54-xhigh,awilix-async-container-initialization,1,2,13,20,0.9085550904273987,0.8430734872817993,0.8745903306464823,0.027196407318115234,0.6923076923076923,0.45,0.5454545454545455
observational-memory-gpt54-xhigh,boa-hierarchical-evaluation-cancellation,0,1,13,12,0.8585097789764404,0.870161235332489,0.8642962410262965,0.027975797653198242,0.6923076923076923,0.75,0.7199999999999999
observational-memory-gpt54-xhigh,boa-hierarchical-evaluation-cancellation,0,2,13,12,0.8525593280792236,0.8453192114830017,0.8489238330796333,0.01996910572052002,0.6153846153846154,0.5833333333333334,0.5989304812834224
observational-memory-gpt54-xhigh,boa-hierarchical-evaluation-cancellation,1,2,12,12,0.8339390754699707,0.8198933601379395,0.8268565738778412,0.03335326910018921,0.75,0.75,0.75
observational-memory-gpt54-xhigh,cattrs-partial-structuring-recovery,0,1,7,7,0.8836678862571716,0.8902300000190735,0.8869368056477526,0.03347599506378174,0.7142857142857143,0.7142857142857143,0.7142857142857143
observational-memory-gpt54-xhigh,cattrs-partial-structuring-recovery,0,2,7,16,0.8623278737068176,0.7687743306159973,0.8128681723604267,0.07085788249969482,0.8571428571428571,0.375,0.5217391304347825
observational-memory-gpt54-xhigh,cattrs-partial-structuring-recovery,1,2,7,16,0.8467716574668884,0.7682373523712158,0.8055950304086039,0.07174056768417358,0.8571428571428571,0.5,0.631578947368421
observational-memory-gpt54-xhigh,dynamodb-toolbox-lazy-recursive-schemas,0,1,15,15,0.8073789477348328,0.8714767694473267,0.8382042481562347,0.034850358963012695,0.6,0.6666666666666666,0.631578947368421
observational-memory-gpt54-xhigh,dynamodb-toolbox-lazy-recursive-schemas,0,2,15,14,0.7797138094902039,0.8178842663764954,0.7983430459661216,0.055477261543273926,0.6,0.5714285714285714,0.5853658536585366
observational-memory-gpt54-xhigh,dynamodb-toolbox-lazy-recursive-schemas,1,2,15,14,0.8381134867668152,0.830755352973938,0.8344181986636452,0.03495168685913086,0.7333333333333333,0.5714285714285714,0.6423357664233577
observational-memory-gpt54-xhigh,fastapi-implicit-head-options,0,1,10,10,0.8676789999008179,0.855725109577179,0.861660597400849,0.029824137687683105,0.7,0.7,0.7
observational-memory-gpt54-xhigh,fastapi-implicit-head-options,0,2,10,7,0.7977638840675354,0.8113563656806946,0.8045027160022693,0.04516083002090454,0.3,0.42857142857142855,0.3529411764705882
observational-memory-gpt54-xhigh,fastapi-implicit-head-options,1,2,10,7,0.8258237838745117,0.8712067008018494,0.847908414951333,0.03719598054885864,0.5,0.7142857142857143,0.588235294117647
observational-memory-gpt54-xhigh,httpx-streaming-json-iteration,0,2,9,8,0.8451572060585022,0.8419804573059082,0.8435658408970261,0.05245697498321533,0.4444444444444444,0.5,0.47058823529411764
observational-memory-gpt54-xhigh,kgateway-consistent-hash-policy,0,1,12,7,0.8534056544303894,0.9158831238746643,0.8835412808764715,0.026706397533416748,0.5833333333333334,0.8571428571428571,0.6942148760330579
observational-memory-gpt54-xhigh,kgateway-consistent-hash-policy,0,2,12,14,0.9154444336891174,0.8658540844917297,0.8899589753708732,0.0184934139251709,0.9166666666666666,0.8571428571428571,0.8859060402684563
observational-memory-gpt54-xhigh,kgateway-consistent-hash-policy,1,2,7,14,0.8951128721237183,0.7859993577003479,0.8370150785616328,0.03523385524749756,0.7142857142857143,0.42857142857142855,0.5357142857142858
observational-memory-gpt54-xhigh,mashumaro-flattened-dataclass-fields,0,1,5,9,0.8943660855293274,0.7625595331192017,0.8232202785000947,0.06769394874572754,0.8,0.4444444444444444,0.5714285714285714
observational-memory-gpt54-xhigh,mashumaro-flattened-dataclass-fields,0,2,5,8,0.9021137952804565,0.7900160551071167,0.842351881732881,0.06143975257873535,0.8,0.625,0.7017543859649122
observational-memory-gpt54-xhigh,mashumaro-flattened-dataclass-fields,1,2,9,8,0.8254474997520447,0.8290802240371704,0.8272598738424456,0.06335854530334473,0.4444444444444444,0.5,0.47058823529411764
observational-memory-gpt54-xhigh,yjs-map-conflict-detection,0,1,14,12,0.7831824421882629,0.828763484954834,0.8053285153227879,0.027770280838012695,0.42857142857142855,0.5,0.4615384615384615
observational-memory-gpt54-xhigh,yjs-map-conflict-detection,0,2,14,8,0.7809100151062012,0.8535522222518921,0.8156168598303605,0.049026548862457275,0.35714285714285715,0.625,0.45454545454545453
observational-memory-gpt54-xhigh,yjs-map-conflict-detection,1,2,12,8,0.8421123623847961,0.8256133198738098,0.8337812274662542,0.04500162601470947,0.5833333333333334,0.75,0.6562499999999999
observational-memory-gpt54mini-low,actionlint-action-pinning-lint,0,1,9,14,0.8417997360229492,0.7875924110412598,0.8137943771274161,0.04276543855667114,0.5555555555555556,0.5,0.5263157894736842
observational-memory-gpt54mini-low,actionlint-action-pinning-lint,0,2,9,15,0.8233632445335388,0.7812014222145081,0.8017284076588124,0.03741610050201416,0.5555555555555556,0.3333333333333333,0.4166666666666667
observational-memory-gpt54mini-low,actionlint-action-pinning-lint,1,2,14,15,0.8118449449539185,0.7870944738388062,0.7992781493493648,0.049564480781555176,0.6428571428571429,0.4,0.4931506849315069
observational-memory-gpt54mini-low,anko-default-function-arguments,0,1,6,14,0.8413634300231934,0.7036868333816528,0.7663910771309471,0.06006425619125366,0.3333333333333333,0.14285714285714285,0.2
observational-memory-gpt54mini-low,anko-default-function-arguments,0,2,6,6,0.777259111404419,0.7572360038757324,0.767116920262637,0.1408243179321289,0.3333333333333333,0.3333333333333333,0.3333333333333333
observational-memory-gpt54mini-low,anko-default-function-arguments,1,2,14,6,0.7231702208518982,0.8057034611701965,0.7622091436422141,0.11056292057037354,0.21428571428571427,0.5,0.3
observational-memory-gpt54mini-low,awilix-async-container-initialization,0,1,7,4,0.7726277709007263,0.8805834650993347,0.8230808319182163,0.10214722156524658,0.42857142857142855,0.75,0.5454545454545454
observational-memory-gpt54mini-low,awilix-async-container-initialization,0,2,7,11,0.8785813450813293,0.8119152188301086,0.8439337651195947,0.03630399703979492,0.7142857142857143,0.45454545454545453,0.5555555555555556
observational-memory-gpt54mini-low,awilix-async-container-initialization,1,2,4,11,0.8563379049301147,0.7258004546165466,0.7856840546888059,0.11732292175292969,0.5,0.18181818181818182,0.26666666666666666
observational-memory-gpt54mini-low,boa-hierarchical-evaluation-cancellation,0,1,21,14,0.7581934332847595,0.8085113763809204,0.7825443727830855,0.049592554569244385,0.23809523809523808,0.35714285714285715,0.2857142857142857
observational-memory-gpt54mini-low,boa-hierarchical-evaluation-cancellation,0,2,21,13,0.7623664140701294,0.801956832408905,0.781660639434614,0.05028653144836426,0.23809523809523808,0.38461538461538464,0.2941176470588235
observational-memory-gpt54mini-low,boa-hierarchical-evaluation-cancellation,1,2,14,13,0.8159350156784058,0.7953493595123291,0.8055106871456912,0.05044513940811157,0.35714285714285715,0.38461538461538464,0.3703703703703704
observational-memory-gpt54mini-low,cattrs-partial-structuring-recovery,0,1,13,17,0.7913993000984192,0.7795693278312683,0.7854397719411033,0.0387764573097229,0.5384615384615384,0.47058823529411764,0.5022421524663677
observational-memory-gpt54mini-low,cattrs-partial-structuring-recovery,0,2,13,10,0.8077933192253113,0.8349811434745789,0.8211622528747519,0.04260396957397461,0.5384615384615384,0.6,0.5675675675675675
observational-memory-gpt54mini-low,cattrs-partial-structuring-recovery,1,2,17,10,0.7544525861740112,0.8023011088371277,0.7776415092409552,0.03642117977142334,0.35294117647058826,0.7,0.4692737430167598
observational-memory-gpt54mini-low,dynamodb-toolbox-lazy-recursive-schemas,0,1,25,17,0.7939216494560242,0.8196535110473633,0.8065824058299614,0.014639496803283691,0.2,0.23529411764705882,0.2162162162162162
observational-memory-gpt54mini-low,dynamodb-toolbox-lazy-recursive-schemas,0,2,25,13,0.7398711442947388,0.7634220123291016,0.7514621021893728,0.04476672410964966,0.08,0.15384615384615385,0.10526315789473685
observational-memory-gpt54mini-low,dynamodb-toolbox-lazy-recursive-schemas,1,2,17,13,0.764729917049408,0.7824437618255615,0.7734854350828742,0.04178190231323242,0.11764705882352941,0.15384615384615385,0.13333333333333333
observational-memory-gpt54mini-low,fastapi-implicit-head-options,0,1,17,19,0.861868143081665,0.8704379200935364,0.8661318340984288,0.022156715393066406,0.7058823529411765,0.631578947368421,0.6666666666666667
observational-memory-gpt54mini-low,fastapi-implicit-head-options,0,2,17,16,0.8506807088851929,0.8760191202163696,0.8631640006246989,0.0242612361907959,0.5294117647058824,0.5625,0.5454545454545455
observational-memory-gpt54mini-low,fastapi-implicit-head-options,1,2,19,16,0.8670644164085388,0.8815581798553467,0.8742512310885164,0.022513985633850098,0.5263157894736842,0.625,0.5714285714285714
observational-memory-gpt54mini-low,httpx-streaming-json-iteration,0,1,8,13,0.8198288679122925,0.7812086343765259,0.8000529524244464,0.048031508922576904,0.5,0.38461538461538464,0.4347826086956522
observational-memory-gpt54mini-low,httpx-streaming-json-iteration,0,2,8,10,0.8174270391464233,0.8241251111030579,0.8207624099579259,0.05929124355316162,0.5,0.4,0.4444444444444445
observational-memory-gpt54mini-low,httpx-streaming-json-iteration,1,2,13,10,0.7565212249755859,0.8389951586723328,0.7956266092814274,0.08188122510910034,0.38461538461538464,0.5,0.4347826086956522
observational-memory-gpt54mini-low,kgateway-consistent-hash-policy,0,1,6,11,0.8680337071418762,0.832611083984375,0.8499534877706502,0.05052363872528076,0.6666666666666666,0.45454545454545453,0.5405405405405405
observational-memory-gpt54mini-low,kgateway-consistent-hash-policy,0,2,6,8,0.8113861083984375,0.7912434339523315,0.8011881894161195,0.06550061702728271,0.3333333333333333,0.25,0.28571428571428575
observational-memory-gpt54mini-low,kgateway-consistent-hash-policy,1,2,11,8,0.8249691128730774,0.806107759475708,0.8154293822548591,0.04233992099761963,0.2727272727272727,0.125,0.17142857142857143
observational-memory-gpt54mini-low,mashumaro-flattened-dataclass-fields,0,1,17,14,0.7335413098335266,0.7794390916824341,0.755794023075659,0.035344839096069336,0.17647058823529413,0.21428571428571427,0.1935483870967742
observational-memory-gpt54mini-low,mashumaro-flattened-dataclass-fields,0,2,17,13,0.7149754762649536,0.8142690658569336,0.7613987130679295,0.04938000440597534,0.23529411764705882,0.3076923076923077,0.26666666666666666
observational-memory-gpt54mini-low,mashumaro-flattened-dataclass-fields,1,2,14,13,0.8003226518630981,0.8362046480178833,0.8178702811136628,0.048268675804138184,0.42857142857142855,0.46153846153846156,0.4444444444444445
observational-memory-gpt54mini-low,ts-pattern-match-each,0,1,9,8,0.8245278596878052,0.8185189962387085,0.8215124403155767,0.038562893867492676,0.4444444444444444,0.5,0.47058823529411764
